1,2
2,6
2,8
2,13
2,17
3,6
3,8
3,13
3,17
4,6
4,17
5,6
5,17
6,2
6,3
6,4
6,5
6,8
6,13
6,14
6,16
6,17
6,22
6,23
8,2
8,3
8,6
8,13
8,17
8,23
13,2
13,3
13,6
13,8
13,16
13,17
13,22
13,23
14,6
14,17
16,6
16,13
16,17
17,2
17,3
17,4
17,5
17,6
17,8
17,13
17,14
17,16
17,22
17,23
22,6
22,13
22,17
23,6
23,8
23,13
23,17
6,13
6,17
8,17
13,6
13,17
17,6
17,8
17,13
6,17
17,6
