1,2
1,50
2,28
2,30
8,78
13,83
18,88
19,89
21,91
26,96
27,97
28,98
30,100
31,101
50,120
59,129
78,31
83,26
88,13
89,27
91,2
96,2
97,8
98,18
100,1
101,59
120,139
129,21
139,19
