1
2
21
107
91
40
50
110
120
31
101
60
19
130
29
89
27
99
38
97
7
108
56
77
126
14
20
84
90
32
102
54
124
57
127
67
137
51
121
66
3
136
73
25
95
119
59
129
18
88
13
83
15
85
6
76
